other_constraints_maize_production,other_constraints,severity_maize_production,PARENT_KEY,KEY
,,None,uuid:515f1d7d-e61f-4338-a6d0-16e4499d3624/sclamp/Season_Information[1],uuid:515f1d7d-e61f-4338-a6d0-16e4499d3624/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:515f1d7d-e61f-4338-a6d0-16e4499d3624/sclamp/Season_Information[1],uuid:515f1d7d-e61f-4338-a6d0-16e4499d3624/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1],uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1],uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1],uuid:ebd79976-1ea2-4115-806f-15c2e7052dc9/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1],uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1],uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1],uuid:ee296227-d961-4726-a964-236b30ff4b58/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1],uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1],uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1],uuid:18bfa27d-c82e-4023-80d3-5cbe1595fd30/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1],uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1],uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1],uuid:94213dc1-005b-4489-aae8-86db0f9eb554/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2]/constraints_for_maize_production[1]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2]/constraints_for_maize_production[2]
,,None,uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2],uuid:40c97b53-22f7-4021-95d5-a4fa01989a7d/sclamp/Season_Information[2]/constraints_for_maize_production[3]
,,None,uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1],uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1],uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1],uuid:43d88ed3-5908-46cb-9789-3dde2cd308e1/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1],uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1],uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1],uuid:d3efd66c-bd84-41d0-8971-db8d4df8326e/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1],uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1],uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1],uuid:908c78b0-46df-4acb-a583-a5a0bafc30f7/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1],uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1],uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1],uuid:ee95e5f7-42ee-4266-a0d3-10ddc1881e44/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1],uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1],uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1],uuid:accd2f08-b670-46f2-8ed2-5ba9ddcbbb40/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1],uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,Medium,uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1],uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,Medium,uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1],uuid:e917f2f1-082c-4139-94a5-2f166e29cfc1/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1],uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,Medium,uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1],uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,Medium,uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1],uuid:50b579ab-4d91-4f39-aa95-6aef70492dd8/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Plant_diseases_,,Medium,uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1],uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1]/constraints_for_maize_production[1]
Shortage_of_rain,,Medium,uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1],uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1]/constraints_for_maize_production[2]
Drought,,Medium,uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1],uuid:be7f2dc9-92e8-4c1c-8ad0-aadc102306dd/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Soil_fertility_exhaustion,,Medium,uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1],uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1]/constraints_for_maize_production[1]
Shortage_of_rain,,Medium,uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1],uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1]/constraints_for_maize_production[2]
Plant_diseases_,,Medium,uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1],uuid:69c66396-ea65-462d-8df2-63d9d238b7e1/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1],uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1],uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1],uuid:87986548-b11d-414b-9ad9-58787de18834/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1],uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1],uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1],uuid:e413e237-ae3e-46a8-b1b1-4c3dd2ee9b65/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1],uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1],uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1],uuid:9d34ee50-e68f-4332-9a42-2cb09b307a13/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1],uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1],uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1],uuid:be5dda67-1236-49ae-8b2d-8acb1d55f5a8/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1],uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1],uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1],uuid:be9a2db9-df5e-4ffb-b1a5-ec4c24bf2524/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1],uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1],uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1],uuid:34683265-41c8-4371-819b-878d3aadb48e/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1],uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1],uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1],uuid:a4e1cd7e-4276-4eeb-b303-9dcd1faa4fdd/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1],uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1],uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1],uuid:b869fd12-79c5-4c8c-bc4b-32354f67e9e5/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1],uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1],uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1],uuid:95c58a82-86b6-49fe-ad78-26897faa7e66/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1],uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1],uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1],uuid:bd3c4868-8172-42ff-be8b-fb45b705abaf/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1],uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1],uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1],uuid:054f1402-d878-491f-8cb0-90a578fc43ce/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2]/constraints_for_maize_production[1]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2]/constraints_for_maize_production[2]
,,None,uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2],uuid:9d207b76-9aaf-4628-9e9e-18922587f91a/sclamp/Season_Information[2]/constraints_for_maize_production[3]
,,None,uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1],uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1],uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1],uuid:ac477cab-1ee7-413a-b50f-e70edf3e3e61/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Shortage_of_rain,,None,uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1],uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1]/constraints_for_maize_production[1]
None,,,uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1],uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1]/constraints_for_maize_production[2]
None,,,uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1],uuid:b26de55c-1a49-45fc-b703-8d291edd17aa/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1],uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1],uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1],uuid:aedb1f36-02c0-48ff-b8ff-d3341d050458/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1],uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1],uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1],uuid:d1a37876-85c7-41ac-bfc1-0bacbad3b4e9/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1],uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1],uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1],uuid:7138881d-0d0e-4cd8-84bb-63a40c3d4dfb/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1],uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1],uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1],uuid:15d5f3ef-0959-49f0-a320-2dfbecd0382b/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1],uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1],uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1],uuid:0ffc6dee-f1a7-4d62-ae97-e3c17589fb44/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1],uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1],uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1],uuid:16af2608-a1a7-46fc-bd2b-6d59dbfda0bb/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1],uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1],uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1],uuid:2b101b96-e022-4221-9a6e-b757ca2c68e9/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1],uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1],uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1],uuid:97f02518-c0a4-4741-8260-8545a9dd0185/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1],uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,Medium,uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1],uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,Medium,uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1],uuid:9ec8826d-4799-4d17-b4cc-35fcd77c2856/sclamp/Season_Information[1]/constraints_for_maize_production[3]
Shortage_of_rain,,High,uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1],uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1]/constraints_for_maize_production[1]
Plant_diseases_,,Medium,uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1],uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1]/constraints_for_maize_production[2]
None,,,uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1],uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,None,uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1],uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,None,uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1],uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,None,uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1],uuid:2873f56a-bf3e-4d90-934c-479ea3e4a12e/sclamp/Season_Information[1]/constraints_for_maize_production[3]
,,Medium,uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1],uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1]/constraints_for_maize_production[1]
,,Medium,uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1],uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1]/constraints_for_maize_production[2]
,,Medium,uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1],uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/Season_Information[1]/constraints_for_maize_production[3]
