other_constraints_tomato_production,other_constraints_for_tomato_prod,level_of_severity_tomato_production,PARENT_KEY,KEY
Too_much_rain,,Medium,uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2],uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2],uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2],uuid:5a2c3ac5-8d07-426b-a26e-b00a96f069e3/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Too_much_rain,,High,uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1],uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1],uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1],uuid:db666c07-fe0e-4cf1-9405-415a6dd82e57/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2],uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2],uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2],uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Plant_diseases,,Medium,uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2],uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,Medium,uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2],uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2],uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3],uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Plant_diseases,,Medium,uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3],uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
Too_much_rain,,Low,uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3],uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2],uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Plant_diseases,,High,uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2],uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2],uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Low,uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2],uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Cut_worm,,Low,uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2],uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Thrips_Western_flower_thrips,,Medium,uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2],uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1],uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
Cut_worm,,Medium,uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1],uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
Shortage_of_rain,,Medium,uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1],uuid:7087c88c-8e52-4605-b0da-f9a72996f287/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Ballworm,,Medium,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3],uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Leaf_eaters,,Medium,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3],uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3],uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Other_leaf_miners_Lirimyza_species,,Medium,uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2],uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,Medium,uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2],uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Red_spider_mite,,Medium,uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2],uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2],uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Too_much_rain,,Medium,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2],uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Plant_diseases,,Medium,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2],uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2],uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2],uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2],uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2],uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2],uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2],uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,Medium,uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2],uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2],uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2],uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,Medium,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2],uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2],uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2],uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Red_spider_mite,,High,uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2],uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2],uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2],uuid:59d76510-9773-448a-ab3a-34750d4a08e1/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3],uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3],uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3],uuid:fa7ae5f9-de40-499c-a000-16c55aeea893/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
None,,,uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2],uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2],uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2],uuid:594bfdaa-33c2-4edc-9a1e-26dd80754f5c/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Low,uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2],uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2],uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2],uuid:3e1c030d-9abc-4659-b53c-13c04bdf29b8/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1],uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1],uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1],uuid:f226b0d6-a5e7-4df9-be07-35be48bd8a23/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3],uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3],uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3],uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
None,,,uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2],uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2],uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2],uuid:e216b7dd-0ff3-4355-9fa5-eca20f0ccbda/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Cut_worm,,Low,uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2],uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2],uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2],uuid:1a16a3ad-b4ae-4749-9c5e-8fc62a39ac12/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Too_much_rain,,Medium,uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2],uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,Low,uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2],uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2],uuid:b09f20e3-9c76-4211-8b9b-22d7f6573e3d/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2],uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2],uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2],uuid:ff4c40fd-e6a7-46cd-b390-75e5643bf676/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2],uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2],uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2],uuid:f1f2392c-dc95-4966-be6b-b8c4b3451c2b/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2],uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2],uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2],uuid:dd8abdb4-5800-410e-8da6-3c1b19c4aeb4/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2],uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2],uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2],uuid:77b0a89b-632e-4696-a7a3-7b83b1cb1879/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2],uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2],uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2],uuid:1eed75a8-e85f-4701-8787-ea2f25028593/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2],uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2],uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2],uuid:b09de512-4f6a-4f3a-8f62-db05e5eb7a2d/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1],uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1],uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1],uuid:9671e58d-3355-4e0d-a3e4-fa348b68a067/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Drought,,High,uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2],uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2],uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2],uuid:566e72c7-73c0-4660-85c4-1e5c39531165/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1],uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1],uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1],uuid:51a4f267-eeac-47ab-9111-24c2cd921f43/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2],uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2],uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2],uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
other,Lack of irrigated land,High,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2],uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Drought,,High,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2],uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2],uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3],uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3],uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3],uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Drought,,Medium,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2],uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2],uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2],uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Low,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2],uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2],uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2],uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2],uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2],uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2],uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Red_spider_mite,,Low,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2],uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2],uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2],uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,High,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2],uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2],uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2],uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
