Support_received_Fall_Armyworm_ml,Institutions_provided_support_Fall_Armyworm_ml,other_institutions_provided_support_for_Fall_Armyworm_ml,PARENT_KEY,KEY
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:89a2a445-504b-4296-8eb0-ac27c524d322,uuid:89a2a445-504b-4296-8eb0-ac27c524d322/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:507d3025-8c45-45c7-ace8-083782b10b4e,uuid:507d3025-8c45-45c7-ace8-083782b10b4e/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:a8a364b1-d574-4c41-b092-48137c5b25f9,uuid:a8a364b1-d574-4c41-b092-48137c5b25f9/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:216b83d5-19a5-4818-ab9f-ddcb6f816b01,uuid:216b83d5-19a5-4818-ab9f-ddcb6f816b01/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:7b92d160-de26-4eb8-92ea-f233cf96c539,uuid:7b92d160-de26-4eb8-92ea-f233cf96c539/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:7de11a8a-e78b-4d76-90b3-9e28249348d2,uuid:7de11a8a-e78b-4d76-90b3-9e28249348d2/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492,uuid:70dd55a9-bad2-4440-9e8d-f4dc53032492/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1b4f5c81-d022-4cf9-bc76-a5bf22fb22fe,uuid:1b4f5c81-d022-4cf9-bc76-a5bf22fb22fe/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:6762cd6d-f65d-40f5-baa6-94f3cab957e2,uuid:6762cd6d-f65d-40f5-baa6-94f3cab957e2/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:210f13af-d18e-4fc8-89e3-ac0c688d2aeb,uuid:210f13af-d18e-4fc8-89e3-ac0c688d2aeb/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:210f13af-d18e-4fc8-89e3-ac0c688d2aeb,uuid:210f13af-d18e-4fc8-89e3-ac0c688d2aeb/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9/sclamp/FAW_Support[1]
Chemicals,Govt_extension_agent,,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9,uuid:892d9fb9-ae38-4a62-8932-6f36d3ebcea9/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:62390282-72bc-4215-ad7c-c8002bf36b50,uuid:62390282-72bc-4215-ad7c-c8002bf36b50/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:62390282-72bc-4215-ad7c-c8002bf36b50,uuid:62390282-72bc-4215-ad7c-c8002bf36b50/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2,uuid:89671743-574b-4439-b8a6-7d9bb858a5b2/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1,uuid:786577cf-d968-4fdc-bb04-f62957f23cd1/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9/sclamp/FAW_Support[1]
Field_hygiene,Govt_extension_agent,,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9,uuid:0ff30313-3054-427a-a4f6-7c62e26c0ca9/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:ec90fa10-6250-4d66-84a5-4b1904f6e0bb,uuid:ec90fa10-6250-4d66-84a5-4b1904f6e0bb/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:0a48c965-6165-4f8e-839f-efa6d718b7df,uuid:0a48c965-6165-4f8e-839f-efa6d718b7df/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1c3fb036-4aee-45d9-afc3-fe04c9d5285b,uuid:1c3fb036-4aee-45d9-afc3-fe04c9d5285b/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d0419f50-496f-4653-8356-a65bb1d961db,uuid:d0419f50-496f-4653-8356-a65bb1d961db/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:d0ff3a7f-dc02-42d8-8669-9ac26e9eb034,uuid:d0ff3a7f-dc02-42d8-8669-9ac26e9eb034/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:8161a92e-2d14-4497-9a56-266b0978c7b4,uuid:8161a92e-2d14-4497-9a56-266b0978c7b4/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2,uuid:07d8ebaa-6123-4bd7-ac53-2dd57b81bfb2/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:ac5238f5-8c63-4378-ac2d-c965fdbc3833,uuid:ac5238f5-8c63-4378-ac2d-c965fdbc3833/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:aed7ec83-711e-4f54-8452-3c3fd46ca518,uuid:aed7ec83-711e-4f54-8452-3c3fd46ca518/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:969a7c0e-248f-45d9-b86d-3e5c9faeb1cf,uuid:969a7c0e-248f-45d9-b86d-3e5c9faeb1cf/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/FAW_Support[4]
Field_hygiene,Govt_extension_agent,,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e,uuid:69945aaa-0aff-4bcc-9aa6-f5a1f376191e/sclamp/FAW_Support[5]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9,uuid:d5a840e0-1120-4651-bb40-cecfebbdacb9/sclamp/FAW_Support[4]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee,uuid:634b9ced-e444-4faa-900e-895ec3e7a9ee/sclamp/FAW_Support[4]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/FAW_Support[2]
Field_hygiene,Send_A_Cow,,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0,uuid:abd5a443-de66-4004-a340-e0dafcaf25c0/sclamp/FAW_Support[3]
None,None,,uuid:230a128c-2abf-448d-848a-50abaec5e52e,uuid:230a128c-2abf-448d-848a-50abaec5e52e/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:281df583-0663-4d14-af22-7af60826674e,uuid:281df583-0663-4d14-af22-7af60826674e/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:41db1e6c-9cf2-4038-95d5-aef284dacfe2,uuid:41db1e6c-9cf2-4038-95d5-aef284dacfe2/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:41db1e6c-9cf2-4038-95d5-aef284dacfe2,uuid:41db1e6c-9cf2-4038-95d5-aef284dacfe2/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e/sclamp/FAW_Support[2]
None,None,,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e,uuid:ead0cd3f-2f2f-4ba8-ac3f-b6fc9f619c8e/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ef4261d2-2223-42c3-b136-cafba10016ed,uuid:ef4261d2-2223-42c3-b136-cafba10016ed/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:84e66a03-20db-4f52-95ce-107797457683,uuid:84e66a03-20db-4f52-95ce-107797457683/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:84e66a03-20db-4f52-95ce-107797457683,uuid:84e66a03-20db-4f52-95ce-107797457683/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0,uuid:b4ed47f0-8a4e-4eb1-87b4-ffd8c5c28ae0/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b,uuid:2770f049-6cd8-4e08-a644-dad2d08fe44b/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:4d6070ee-e108-42ce-b5cd-c8e005f324fd,uuid:4d6070ee-e108-42ce-b5cd-c8e005f324fd/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:4d6070ee-e108-42ce-b5cd-c8e005f324fd,uuid:4d6070ee-e108-42ce-b5cd-c8e005f324fd/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6/sclamp/FAW_Support[3]
other,Govt_extension_agent,,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6,uuid:953bb003-0309-4e8e-b809-7b0cbcf7b6f6/sclamp/FAW_Support[4]
Mechanically_Remove_The_Insect,Fellow_farmers,,uuid:56174e33-4ce2-4db7-8e29-86a80a7ee3ed,uuid:56174e33-4ce2-4db7-8e29-86a80a7ee3ed/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450,uuid:0619ce6e-c1ea-43ec-93d0-8d6940ecc450/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b,uuid:8be0f84a-90ec-403e-ab5c-6bae76817a2b/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e/sclamp/FAW_Support[1]
Improved_seed,Send_A_Cow,,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e,uuid:c4093b32-2dae-42c8-bb55-0d437da5bd9e/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd,uuid:d66fbe2e-5c1a-42bd-b662-59c872d1a9fd/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:93cc986d-1e5c-4e37-a7dd-00259500134e,uuid:93cc986d-1e5c-4e37-a7dd-00259500134e/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/FAW_Support[1]
Improved_seed,Govt_extension_agent,,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1,uuid:9a242df6-5891-40ed-98db-1a1419fb73e1/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:a67ed5a9-7381-48d1-8a5b-566135339009,uuid:a67ed5a9-7381-48d1-8a5b-566135339009/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe,uuid:71fea1b6-0a4e-4575-9f25-caeb96c706fe/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f,uuid:1bd3c7f2-43a9-4575-973e-e5f24574cf8f/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:3a307825-2ca1-4438-9a53-1b2154741de8,uuid:3a307825-2ca1-4438-9a53-1b2154741de8/sclamp/FAW_Support[1]
Improved_seed,Send_A_Cow,,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235,uuid:f8c6e72c-d788-4ce6-accb-d3317aaf0235/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:47f7598e-065d-4001-ade4-3e581b017370,uuid:47f7598e-065d-4001-ade4-3e581b017370/sclamp/FAW_Support[1]
Improved_seed,Farmer_group,,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a,uuid:10f3f0fd-377f-4bbb-8f40-b76ab2cb1e2a/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c,uuid:7598ef6d-eb56-4791-876b-6ee9d8bf128c/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:d8bc0fae-ef04-45d5-81c8-a7b9a2fda39a,uuid:d8bc0fae-ef04-45d5-81c8-a7b9a2fda39a/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,NGO,,uuid:0e547f17-90c4-4286-ae22-1eba4b4c22e1,uuid:0e547f17-90c4-4286-ae22-1eba4b4c22e1/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8,uuid:107818cf-8f59-43f6-af93-c8cb4b6e74d8/sclamp/FAW_Support[3]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4,uuid:d8e942a4-e04e-438f-8827-de2e8b42b9e4/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5,uuid:6500c3fe-1afc-4d33-bf30-283fa37435f5/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/FAW_Support[2]
Improved_seed,Send_A_Cow,,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a,uuid:b63dc68e-45c4-4bfd-b79f-0a9a1d489c5a/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:8ab6b6d9-9499-4c52-b33c-1342dcf61576,uuid:8ab6b6d9-9499-4c52-b33c-1342dcf61576/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:526fa497-d47e-4033-8c4d-80da54f102f5,uuid:526fa497-d47e-4033-8c4d-80da54f102f5/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:a88b79cd-e92d-4b29-a107-24bd6a94393a,uuid:a88b79cd-e92d-4b29-a107-24bd6a94393a/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:6348323a-f336-4cbb-9407-46baa058775d,uuid:6348323a-f336-4cbb-9407-46baa058775d/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:6348323a-f336-4cbb-9407-46baa058775d,uuid:6348323a-f336-4cbb-9407-46baa058775d/sclamp/FAW_Support[2]
None,None,,uuid:0a82b76f-e1ee-4c04-9525-b839df021e63,uuid:0a82b76f-e1ee-4c04-9525-b839df021e63/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:df048984-c2e4-44f8-accf-f2e727b8634f,uuid:df048984-c2e4-44f8-accf-f2e727b8634f/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd,uuid:53b4df1c-2384-40a9-a021-59ececd4b9cd/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9,uuid:c5517e73-83b1-47cc-aa6a-a915c1fb18b9/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61,uuid:1f949352-87b0-4209-bcaa-413d53b4bc61/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0,uuid:df0cfe0a-dc0e-4cd2-9448-52965b67f9b0/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6,uuid:ff66a50d-1040-407d-9121-f2b5d613dbd6/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe,uuid:e38361f5-f70a-498e-8229-ed6c9ed68efe/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1,uuid:057a0865-2dec-406a-b8fe-fffbaee643a1/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c,uuid:1cd6fd53-0a95-41dc-a18f-3f6e7cbb776c/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Govt_extension_agent,,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/FAW_Support[2]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64,uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/FAW_Support[1]
