plot_id_Feb_March_2020,plot_location_name_Feb_March_2020,main_crop_on_this_plot_Feb_March_2020,plot_area_acres_Feb_March_2020,plot_tenure_Feb_March_2020,plot_tenure_other_Feb_March_2020,who_in_the_household_makes_decision_Feb_March_2020,how_fertile_is_the_soil_of_this_Feb_March_2020,what_is_surrounding_this_plot_Feb_March_2020,what_is_surrounding_this_plot_other_Feb_March_2020,is_intercropping_on_this_plot_Feb_March_2020,is_push_pull_technology_on_this_plot_Feb_March_2020,is_plot_irrigated_Feb_March_2020,has_this_plot_received_fertilizer_Feb_March_2020,has_this_plot_received_insecticide_Feb_March_2020,has_this_plot_received_herbicide_Feb_March_2020,total_production_harvested_dry_Feb_March_2020,did_crop_suffer_from_FAW_Feb_March_2020,percentage_of_production_lost_due_to_FAW_Feb_March_2020,did_crop_suffer_from_Stem-borer_Feb_March_2020,percentage_of_production_lost_due_to_Stem-borer_Feb_March_2020,did_crop_suffer_from_Striga_Feb_March_2020,percentage_of_production_lost_due_to_Striga_Feb_March_2020,did_crop_suffer_from_tuta_Absoluta_Feb_March_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Feb_March_2020,PARENT_KEY,KEY
2,Irwaniro home,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,No,No,No,No,30.0,,,,,,,Yes,33.33,uuid:af626575-606a-4575-9ce0-8a9ae2e0572c,uuid:af626575-606a-4575-9ce0-8a9ae2e0572c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Lukyanga ,Maize,1.0,Borrowed_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,250.0,Yes,5.0,Yes,0.8,Yes,50.0,,,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka,Tomato,0.026,Owned,,Head_,Medium,Farmeland,,Yes,,No,No,Yes,No,60.0,,,,,,,No,,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Lukyanga ,Maize,0.5,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,60.0,Yes,15.0,Yes,0.01,Yes,70.0,,,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka,Tomato,0.01,Owned,,Head_,Medium,Farmeland,,Yes,,Yes,No,Yes,No,45.0,,,,,,,No,,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Itale,Maize,0.5,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,20.0,Yes,0.2,Yes,60.0,,,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Janga,Maize,0.5,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,0.0,Yes,0.0,Yes,50.0,,,uuid:f5d32b35-4090-434b-ba40-394e688fedaf,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kalume,Maize,0.5,Owned,,Spouse,Low,Farmeland,,No,No,No,No,Yes,No,200.0,Yes,0.0,Yes,0.0,Yes,50.0,,,uuid:f5d32b35-4090-434b-ba40-394e688fedaf,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kooti,Tomato,0.25,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,,Yes,Yes,Yes,No,300.0,,,,,,,No,,uuid:f5d32b35-4090-434b-ba40-394e688fedaf,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kaguru,Maize,4.0,Rented_shared_in,,Spouse_and_other_household_member,Good,Farmeland,,No,No,No,Yes,Yes,Yes,14.0,Yes,20.0,Yes,15.0,Yes,50.0,,,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kibila,Maize,3.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,Yes,Yes,Yes,750.0,Yes,15.0,Yes,5.0,Yes,35.0,,,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kibila,Tomato,1.0,Rented_shared_in,,Head_spouse_and_other_household,Medium,Farmeland,,No,,No,Yes,Yes,No,50.0,,,,,,,Yes,30.0,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Bugiri,Maize,2.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,1500.0,Yes,5.0,Yes,5.0,Yes,25.0,,,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Bugiri,Tomato,1.0,Owned,,Head_,Medium,Farmeland,,No,,No,Yes,Yes,No,700.0,,,,,,,Yes,5.0,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Manga,Maize,2.0,Owned,,Spouse,Low,Farmeland,,No,No,No,No,No,No,550.0,Yes,5.0,No,,Yes,30.0,,,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Luzinga,Maize,3.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,800.0,Yes,15.0,Yes,5.0,Yes,68.0,,,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Luzinga,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,Yes,Yes,No,150.0,,,,,,,Yes,10.0,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kanamu,Maize,1.5,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,No,No,800.0,Yes,25.0,Yes,5.0,Yes,30.0,,,uuid:8874aac8-aee7-4b45-bec2-5ed795044149,uuid:8874aac8-aee7-4b45-bec2-5ed795044149/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kanamu,Tomato,0.5,Owned,,Spouse,Medium,Farmeland,,No,,No,No,Yes,No,340.0,,,,,,,Yes,3.0,uuid:8874aac8-aee7-4b45-bec2-5ed795044149,uuid:8874aac8-aee7-4b45-bec2-5ed795044149/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Bukasa,Maize,2.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,Yes,No,800.0,Yes,2.0,No,,Yes,3.0,,,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Tomato,0.125,Owned,,Spouse,Good,Farmeland,,No,,No,No,Yes,No,100.0,,,,,,,No,,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Manga,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,Yes,Yes,No,600.0,Yes,10.0,No,,Yes,35.0,,,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Itale,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,Yes,Yes,No,150.0,,,,,,,Yes,10.0,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Bukasa,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,1200.0,Yes,5.0,No,,Yes,2.0,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kanamu,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,1000.0,No,,No,,No,,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kibila,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,Yes,No,1200.0,Yes,2.0,No,,No,,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Home,Tomato,0.0625,Owned,,Spouse,Good,Farmeland,,No,,No,No,Yes,No,20.0,,,,,,,No,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Luzinga,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,No,No,No,No,Yes,No,700.0,Yes,15.0,No,,Yes,2.0,,,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Namunyagwe,Tomato,0.75,Rented_shared_in,,Head_,Good,Farmeland,,No,,No,Yes,Yes,No,400.0,,,,,,,No,,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Waka,Maize,1.0,Owned,,Head_,Good,other,Neighbour's crops,Yes,No,No,No,No,No,200.0,Yes,16.0,Yes,4.0,Yes,25.0,,,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Namunyagwe,Tomato,1.0,Rented_shared_in,,Head_and_spouse_jointly,Good,other,Neighbour's crops,No,,Yes,Yes,Yes,No,6250.0,,,,,,,No,,uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d,uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nabweyo,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Low,other,Neighbour's crops,No,No,No,No,Yes,Yes,205.0,Yes,20.0,Yes,5.0,Yes,50.0,,,uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d,uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's  crops,Yes,No,No,No,No,No,200.0,Yes,45.0,Yes,4.0,No,,,,uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e,uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nawambi,Maize,3.0,Owned,,Head_and_spouse_jointly,Medium,other,Trees,No,No,No,No,No,No,300.0,Yes,20.0,Yes,4.0,Yes,35.0,,,uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e,uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Wamanga,Maize,0.75,Owned,,Head_,Good,other,Neighbours crops,Yes,No,No,No,No,No,200.0,Yes,7.0,Yes,8.0,Yes,50.0,,,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Wabari,Tomato,0.04,Owned,,Head_,Good,Farmeland,,No,,No,No,No,No,0.0,,,,,,,No,,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Bugiri,Maize,2.0,Owned,,Head_,Medium,other,Neighbour's crops,Yes,No,No,No,No,No,600.0,Yes,30.0,Yes,8.0,Yes,50.0,,,uuid:0a194703-9461-4200-a331-a360cf95675a,uuid:0a194703-9461-4200-a331-a360cf95675a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Engulu,Maize,1.0,other,Inherited,Head_,Low,other,Neighbour's crops,Yes,No,No,No,Yes,No,350.0,Yes,40.0,Yes,6.0,Yes,40.0,,,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Nawantale,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's crops,No,No,No,No,Yes,Yes,520.0,Yes,30.0,Yes,3.0,Yes,50.0,,,uuid:ac5da897-299a-4897-997a-036ef7a56b0d,uuid:ac5da897-299a-4897-997a-036ef7a56b0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kagulu,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's crops,Yes,No,No,No,No,No,220.0,Yes,35.0,Yes,5.0,Yes,25.0,,,uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f,uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kumutala,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,6.0,Yes,2.9,Yes,4.5,,,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kibali,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,No,Yes,No,120.0,,,,,,,No,,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Manga,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,400.0,Yes,6.0,Yes,1.2,Yes,5.2,,,uuid:a0435873-bee0-4581-af28-5b743ac4b426,uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waka,Tomato,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,No,Yes,No,60.0,,,,,,,Yes,5.8,uuid:a0435873-bee0-4581-af28-5b743ac4b426,uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Kibali,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,2.0,Yes,3.5,Yes,10.0,,,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kaguru,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,Settlement,,Yes,No,No,No,Yes,No,500.0,Yes,0.2,Yes,0.35,Yes,5.0,,,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Nawatale,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,No,No,No,No,No,No,370.0,Yes,2.0,Yes,0.9,Yes,8.0,,,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Lugola 1,Maize,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,24.0,Yes,8.9,Yes,9.6,Yes,15.0,,,uuid:269f5244-0539-49d7-8bf5-cb24654149ae,uuid:269f5244-0539-49d7-8bf5-cb24654149ae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Lugola 2,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,No,No,No,60.0,,,,,,,Yes,5.0,uuid:269f5244-0539-49d7-8bf5-cb24654149ae,uuid:269f5244-0539-49d7-8bf5-cb24654149ae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,1.0,Owned,,Head_,Good,Settlement,,No,No,No,No,No,No,450.0,Yes,5.0,Yes,0.01,Yes,15.0,,,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,0.5,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,100.0,Yes,8.0,Yes,0.01,Yes,14.0,,,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A ,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,Yes,Yes,No,200.0,Yes,7.0,No,,Yes,10.0,,,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B ,Maize,1.0,Owned,,Head_,Low,Settlement,,No,No,No,No,Yes,No,350.0,Yes,5.0,No,,Yes,15.0,,,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Tomatoes ,Tomato,0.125,Owned,,Head_,Good,Farmeland,,No,,Yes,No,No,No,300.0,,,,,,,Yes,0.2,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Low,Bush,,Yes,No,No,No,No,No,450.0,Yes,10.0,Yes,0.8,Yes,23.0,,,uuid:3aed71f8-615e-4570-9b4d-044205c4ce55,uuid:3aed71f8-615e-4570-9b4d-044205c4ce55/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,No,No,No,1050.0,No,,Yes,0.01,Yes,1.0,,,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,No,No,No,No,No,No,750.0,No,,Yes,0.01,Yes,20.0,,,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,450.0,Yes,13.0,Yes,1.0,Yes,15.0,,,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,0.125,Owned,,Head_,Medium,Settlement,,No,,Yes,No,No,No,50.0,,,,,,,Yes,0.3,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Low,Settlement,,No,No,No,No,Yes,No,300.0,Yes,5.0,Yes,0.01,Yes,19.0,,,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,240.0,Yes,11.0,Yes,0.05,Yes,32.0,,,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Wamaga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,500.0,Yes,7.0,Yes,1.0,Yes,10.0,,,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kibali,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,600.0,Yes,20.0,Yes,1.0,Yes,8.0,,,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Lugora,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,400.0,Yes,25.0,No,,Yes,47.0,,,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Lukyanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,600.0,Yes,5.0,No,,Yes,5.0,,,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kapuriyaka,Maize,3.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,2400.0,Yes,5.0,No,,Yes,20.0,,,uuid:090b90ee-6284-44d6-a991-e953ffca4e25,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kapuri yaya,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,Yes,Yes,No,500.0,,,,,,,Yes,5.0,uuid:090b90ee-6284-44d6-a991-e953ffca4e25,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Wamanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,No,No,100.0,Yes,30.0,No,,Yes,24.0,,,uuid:e3b86724-7776-48fb-929d-8810761461e6,uuid:e3b86724-7776-48fb-929d-8810761461e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Rugora,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,8.0,Yes,2.0,Yes,15.0,,,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kabali,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,No,Yes,No,450.0,,,,,,,Yes,15.0,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Komungo,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,18.0,Yes,1.0,Yes,20.0,,,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Mukyikdo,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,Yes,Yes,No,500.0,Yes,9.0,Yes,14.0,Yes,50.0,,,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Gazuru,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,Yes,Yes,No,400.0,Yes,10.0,Yes,6.0,Yes,20.0,,,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Babi,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,300.0,Yes,10.0,Yes,1.0,Yes,25.0,,,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
