strategies_was_used_to_control_Striga_Feb_March_2020,specify_the_pesticide_striga,perception_on_the_effectiveness_in_controlling_Striga_Feb_March_2020,PARENT_KEY,KEY
Overweeding_Frequent_Weeding,,Medium,uuid:e0914409-b489-41f0-b23a-56e2cf00b20f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e0914409-b489-41f0-b23a-56e2cf00b20f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Other_Crops,,Low,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:3845d444-8001-4525-be2c-9d1bdc7057d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3845d444-8001-4525-be2c-9d1bdc7057d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:07ee9afc-447f-4c3f-9d7c-63f57869d949/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:53e2f3d8-9d93-47fc-a22f-ce61c0fa25ca/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[2]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:983b9ac5-bbc8-43f4-b8e3-b638fb65b99c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Medium,uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,High,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Push_pull_Technology,,Low,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:84c6c6fa-8c01-4304-b791-a52cc87ef860/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:84c6c6fa-8c01-4304-b791-a52cc87ef860/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Push_pull_Technology,,Low,uuid:ff1731b0-a0b3-47c6-a78f-202554b71171/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ff1731b0-a0b3-47c6-a78f-202554b71171/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:030d8a49-f5f4-4bc4-9958-9e31027b467f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:0a89bfd8-f993-4e90-ad09-7f98553d504c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0a89bfd8-f993-4e90-ad09-7f98553d504c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:ceadf86c-a040-4eac-9ab0-56fc4b9352cd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ceadf86c-a040-4eac-9ab0-56fc4b9352cd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:5f7c94f8-ab1d-474f-8970-8054d1f507bc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5f7c94f8-ab1d-474f-8970-8054d1f507bc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:fa12ec53-8967-46ae-a923-ea00a4d0ad4e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fa12ec53-8967-46ae-a923-ea00a4d0ad4e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:c46fb1a7-8005-4bda-bd14-3c2c8627f3ab/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c46fb1a7-8005-4bda-bd14-3c2c8627f3ab/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:3ee3b645-31e7-4d89-a46e-e65a0684e7d0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3ee3b645-31e7-4d89-a46e-e65a0684e7d0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Low,uuid:3ee3b645-31e7-4d89-a46e-e65a0684e7d0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3ee3b645-31e7-4d89-a46e-e65a0684e7d0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:a00dfb83-c3b4-4037-8458-945ea65878be/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a00dfb83-c3b4-4037-8458-945ea65878be/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Push_pull_Technology,,High,uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:5ae5de58-3272-4966-950a-79d4527fd7d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5ae5de58-3272-4966-950a-79d4527fd7d4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
,,,uuid:fc04161f-6c14-4561-991d-9f7e796089df/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fc04161f-6c14-4561-991d-9f7e796089df/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Push_pull_Technology,,High,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:af626575-606a-4575-9ce0-8a9ae2e0572c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:af626575-606a-4575-9ce0-8a9ae2e0572c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:98195436-2c7b-47a3-811c-62ab8ae458b5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Pesticides_Application,24D,High,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Pesticides_Application,24D,Medium,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8874aac8-aee7-4b45-bec2-5ed795044149/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8874aac8-aee7-4b45-bec2-5ed795044149/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,High,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,High,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Ash_pepper,,High,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:4dc1c499-0291-43b3-8c60-3343d4a3856d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:4ae4544e-e61f-4ed8-801a-79a3e13db49e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c96ade61-adfe-4e2e-ac90-404988e70e56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:0a194703-9461-4200-a331-a360cf95675a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0a194703-9461-4200-a331-a360cf95675a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:ac5da897-299a-4897-997a-036ef7a56b0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ac5da897-299a-4897-997a-036ef7a56b0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Early_Planting,,Medium,uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:27899f17-cf84-49a1-9db2-cc13aaa3670f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
