DIEATRY_DIVERSITY_SCORE-food_category,DIEATRY_DIVERSITY_SCORE-generated_note_name_299,DIEATRY_DIVERSITY_SCORE-generated_note_name_300,DIEATRY_DIVERSITY_SCORE-generated_note_name_301,DIEATRY_DIVERSITY_SCORE-generated_note_name_302,DIEATRY_DIVERSITY_SCORE-generated_note_name_303,DIEATRY_DIVERSITY_SCORE-generated_note_name_304,DIEATRY_DIVERSITY_SCORE-generated_note_name_305,DIEATRY_DIVERSITY_SCORE-generated_note_name_306,DIEATRY_DIVERSITY_SCORE-generated_note_name_307,DIEATRY_DIVERSITY_SCORE-generated_note_name_308,DIEATRY_DIVERSITY_SCORE-generated_note_name_309,DIEATRY_DIVERSITY_SCORE-generated_note_name_310,DIEATRY_DIVERSITY_SCORE-generated_note_name_311,DIEATRY_DIVERSITY_SCORE-generated_note_name_312,DIEATRY_DIVERSITY_SCORE-generated_note_name_313,DIEATRY_DIVERSITY_SCORE-generated_note_name_314,DIEATRY_DIVERSITY_SCORE-generated_note_name_315,DIEATRY_DIVERSITY_SCORE-generated_note_name_316,DIEATRY_DIVERSITY_SCORE-generated_note_name_317,DIEATRY_DIVERSITY_SCORE-generated_note_name_318,DIEATRY_DIVERSITY_SCORE-generated_note_name_319,DIEATRY_DIVERSITY_SCORE-generated_note_name_320,DIEATRY_DIVERSITY_SCORE-child_children_upto_59_months_eat_yeasterday,DIEATRY_DIVERSITY_SCORE-child_children_eat_in_last_7_days,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_yesterday,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_last_7_days,PARENT_KEY,KEY
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[9]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[10]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[11]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[12]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[13]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[14]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[15]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[16]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[17]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[18]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[19]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[20]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[16]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[18]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[19]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[20]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[21]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Add_Food_Category[13]
