plot_id_Aug_Sept_2020,plot_location_name_Aug_Sept_2020,main_crop_on_this_plot_Aug_Sept_2020,plot_area_acres_Aug_Sept_2020,plot_tenure_Aug_Sept_2020,plot_tenure_other_Aug_Sept_2020,who_in_the_household_makes_decision__Aug_Sept_2020,how_fertile_is_the_soil_of_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_other_Aug_Sept_2020,is_intercropping_on_this_plot_Aug_Sept_2020,is_push_pull_technology_on_this_plot_Aug_Sept_2020,is_plot_irrigated_Aug_Sept_2020,has_this_plot_received_fertilizer_Aug_Sept_2020,has_this_plot_received_insecticide_Aug_Sept_2020,has_this_plot_received_herbicide_Aug_Sept_2020,total_production_harvested_dry_Aug_Sept_2020,did_crop_suffer_from_FAW_Aug_Sept_2020,percentage_of_production_lost_due_to_FAW_Aug_Sept_2020,did_crop_suffer_from_Stem-borer_Aug_Sept_2020,percentage_of_production_lost_due_to_Stem-borer_Aug_Sept_2020,did_crop_suffer_from_Striga_Aug_Sept_2020,percentage_of_production_lost_due_to_Striga_Aug_Sept_2020,did_crop_suffer_from_tuta_Absoluta_Aug_Sept_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Aug_Sept_2020,PARENT_KEY,KEY
3,Kibali,Maize,0.01,Owned,,Spouse,Low,Farmeland,,No,No,No,No,No,No,80.0,Yes,20.0,Yes,0.2,Yes,70.0,,,uuid:31db2250-5242-465d-8b42-589aa9703d7e,uuid:31db2250-5242-465d-8b42-589aa9703d7e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Kibali 2,Tomato,0.006,Owned,,Spouse,Low,Farmeland,,No,,No,No,No,No,15.0,,,,,,,No,,uuid:31db2250-5242-465d-8b42-589aa9703d7e,uuid:31db2250-5242-465d-8b42-589aa9703d7e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,School,Maize,0.75,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,30.0,Yes,5.0,Yes,9.0,Yes,12.0,,,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Home 2,Tomato,0.25,Owned,,Head_and_spouse_jointly,Low,Farmeland,,No,,Yes,No,Yes,No,60.0,,,,,,,Yes,15.0,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268,uuid:a773bc95-53fc-4f21-8bbc-e14eff96e268/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kasoli,Maize,2.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,1050.0,Yes,0.07,No,,Yes,0.5,,,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Nyanya,Tomato,0.25,Rented_shared_in,,Head_,Low,Farmeland,,No,,Yes,Yes,Yes,No,0.0,,,,,,,Yes,1.0,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf,uuid:c02a1732-25c3-409b-a2b8-fd92dd5cabaf/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Maize C,Maize,0.6,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,302.0,Yes,0.5,Yes,0.02,Yes,15.0,,,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896,uuid:46fc2f07-9bd0-4b75-956a-291b7615e896/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Maize C,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,450.0,Yes,0.2,Yes,0.01,Yes,5.0,,,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
5,Maize D,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,315.0,Yes,0.4,Yes,0.01,Yes,10.0,,,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
6,Nyanya,Tomato,0.125,Owned,,Head_,Medium,Settlement,,No,,No,Yes,Yes,No,80.0,,,,,,,Yes,0.5,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9,uuid:1bfdb3e2-a6f2-4daf-95a6-1246c02b46c9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Bukasa,Tomato,0.5,Rented_shared_in,,Spouse,Good,Bush,,No,,Yes,No,Yes,No,180.0,,,,,,,Yes,3.0,uuid:c719d895-cab8-46f5-b221-7974f040a92f,uuid:c719d895-cab8-46f5-b221-7974f040a92f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kisenyi 2,Maize,3.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,700.0,No,,Yes,3.0,Yes,6.9,,,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Kisenyi 3,Tomato,0.5,Owned,,Head_,Medium,other,Stream,No,,Yes,No,Yes,No,200.0,,,,,,,Yes,10.0,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359,uuid:e699e0c1-d33a-46c1-b4f6-9cba00fa8359/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Nawansekese,Maize,3.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,Yes,No,No,Yes,Yes,No,1400.0,No,,No,,Yes,15.0,,,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Namazuba,Tomato,1.0,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,Yes,Yes,No,3000.0,,,,,,,Yes,1.43,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773,uuid:b4d52370-d1f0-464e-a3e6-37ac3186d773/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Nabikabala,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,30.0,Yes,20.0,Yes,20.0,Yes,10.0,,,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974,uuid:46c78423-8a2f-4fa0-8726-cf4bb3922974/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Nabikabala,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,8.33,Yes,8.33,Yes,16.67,,,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Nabikabala,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,60.0,,,,,,,Yes,10.0,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23,uuid:d5a2921d-f23c-4589-ac93-325beefa9f23/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kasodo,Maize,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,5.0,Yes,10.0,Yes,5.0,,,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
0,0,Maize,0.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,0.0,,,No,,,,,,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3,uuid:99695b6e-706e-46f2-8da7-61df87c7b7d3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Ilondo,Tomato,1.0,Rented_shared_in,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,600.0,,,,,,,Yes,4.0,uuid:84c6c6fa-8c01-4304-b791-a52cc87ef860,uuid:84c6c6fa-8c01-4304-b791-a52cc87ef860/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Bukasa 1,Maize,1.25,Rented_shared_in,,Head_and_spouse_jointly,Good,Forest,,No,No,No,No,No,No,100.0,Yes,5.0,Yes,5.0,No,,,,uuid:d394be21-da52-4a1d-8b99-1d236c40d072,uuid:d394be21-da52-4a1d-8b99-1d236c40d072/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Bukasa 2,Tomato,1.0,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,Yes,Yes,No,0.0,,,,,,,Yes,3.3,uuid:d394be21-da52-4a1d-8b99-1d236c40d072,uuid:d394be21-da52-4a1d-8b99-1d236c40d072/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kategera 1,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,400.0,Yes,20.0,Yes,10.0,No,,,,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Katengerera 2,Tomato,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,30.0,,,,,,,Yes,25.0,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Nawanzali,Maize,500.0,Owned,,Head_,Good,Bush,,Yes,No,No,Yes,Yes,No,500.0,Yes,8.33,Yes,8.33,No,,,,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1,uuid:70e9b71c-5419-4c1b-80af-5996633daaf1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Irwaniro home,Tomato,0.25,Owned,,Head_,Medium,Settlement,,No,,Yes,No,Yes,No,45.0,,,,,,,Yes,30.0,uuid:0a89bfd8-f993-4e90-ad09-7f98553d504c,uuid:0a89bfd8-f993-4e90-ad09-7f98553d504c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kagaire,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,100.0,Yes,8.33,Yes,8.33,Yes,50.0,,,uuid:ceadf86c-a040-4eac-9ab0-56fc4b9352cd,uuid:ceadf86c-a040-4eac-9ab0-56fc4b9352cd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kagaire,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,Settlement,,Yes,No,No,Yes,Yes,No,150.0,Yes,5.0,Yes,5.0,Yes,15.0,,,uuid:5f7c94f8-ab1d-474f-8970-8054d1f507bc,uuid:5f7c94f8-ab1d-474f-8970-8054d1f507bc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Katengerere upper,Maize,2.0,Owned,,Head_,Medium,Settlement,,No,No,No,Yes,Yes,No,300.0,Yes,5.0,Yes,5.0,Yes,56.67,,,uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce,uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Katengerere lower,Maize,1.0,Owned,,Head_,Medium,Settlement,,No,No,No,Yes,Yes,No,80.0,Yes,10.0,Yes,10.0,Yes,43.33,,,uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce,uuid:837e9c33-931e-49a9-a9a0-f9fcfa69a0ce/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Nabikabala,Maize,2.0,Owned,,Head_,Good,Farmeland,,No,No,No,Yes,Yes,No,400.0,Yes,16.67,Yes,16.67,Yes,33.33,,,uuid:38c6d19f-7251-44ba-956e-b2c8f26b6631,uuid:38c6d19f-7251-44ba-956e-b2c8f26b6631/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Nabikabala,Tomato,0.5,Owned,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,30.0,,,,,,,Yes,10.0,uuid:38c6d19f-7251-44ba-956e-b2c8f26b6631,uuid:38c6d19f-7251-44ba-956e-b2c8f26b6631/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Igerela,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,Yes,Yes,No,Yes,Yes,No,6.0,No,,No,,No,,,,uuid:6f5d5f3c-02f6-4401-8c83-fc146b370346,uuid:6f5d5f3c-02f6-4401-8c83-fc146b370346/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Igerela,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,No,Yes,Yes,No,225.0,,,,,,,Yes,15.0,uuid:6f5d5f3c-02f6-4401-8c83-fc146b370346,uuid:6f5d5f3c-02f6-4401-8c83-fc146b370346/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Nawambiri,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,Yes,Yes,No,1200.0,Yes,6.67,Yes,6.67,Yes,3.33,,,uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5,uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Nawambiri,Tomato,0.25,Owned,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,240.0,,,,,,,No,,uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5,uuid:2ec6dfb6-70a6-4eb3-b236-a476fd0957a5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Nawambiri ,Maize,0.75,Owned,,Head_,Good,Farmeland,,Yes,No,No,Yes,Yes,No,350.0,Yes,4.44,Yes,4.44,Yes,2.22,,,uuid:c46fb1a7-8005-4bda-bd14-3c2c8627f3ab,uuid:c46fb1a7-8005-4bda-bd14-3c2c8627f3ab/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kasodo 1,Maize,4.0,Owned,,Spouse,Good,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,3.33,Yes,3.33,Yes,6.67,,,uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27,uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Home,Tomato,0.25,Owned,,Spouse,Good,Farmeland,,No,,Yes,Yes,Yes,No,60.0,,,,,,,No,,uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27,uuid:1c9ae9ae-fc95-4bc7-9140-1ca04b1d2e27/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Irwaniro,Maize,0.5,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,500.0,Yes,20.0,Yes,20.0,Yes,10.0,,,uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f,uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Irwaniro1,Tomato,0.25,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,Yes,Yes,No,75.0,,,,,,,Yes,20.0,uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f,uuid:58225dc1-7aaf-4473-b2c6-9d6974a5d13f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Irwaniro bitoko,Maize,0.25,Owned,,Head_,Good,Farmeland,,No,Yes,No,No,No,No,300.0,Yes,3.33,No,,No,,,,uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c,uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Namunyagwe ,Maize,1.0,Owned,,Head_,Good,Forest,,Yes,No,No,Yes,Yes,No,1000.0,Yes,3.33,Yes,16.67,No,,,,uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c,uuid:fe59bec3-195c-4326-b4d7-4b76831d6f2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Wangolo,Maize,1.0,Rented_shared_in,,Head_,Good,Farmeland,,Yes,No,No,No,Yes,No,200.0,Yes,15.0,Yes,20.0,Yes,2.5,,,uuid:5ae5de58-3272-4966-950a-79d4527fd7d4,uuid:5ae5de58-3272-4966-950a-79d4527fd7d4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Wangolo,Tomato,0.25,Rented_shared_in,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,210.0,,,,,,,Yes,22.22,uuid:5ae5de58-3272-4966-950a-79d4527fd7d4,uuid:5ae5de58-3272-4966-950a-79d4527fd7d4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,2,Maize,1.0,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,10.0,No,,Yes,20.0,,,uuid:4a751ffc-435f-49d7-a944-96491220b319,uuid:4a751ffc-435f-49d7-a944-96491220b319/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Irwaniro pri. Sch,Maize,0.5,Rented_shared_in,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,16.67,Yes,10.0,Yes,33.33,,,uuid:4a751ffc-435f-49d7-a944-96491220b319,uuid:4a751ffc-435f-49d7-a944-96491220b319/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,2,Tomato,0.0625,Owned,,Spouse,Good,Settlement,,No,,No,No,No,No,30.0,,,,,,,Yes,25.0,uuid:4a751ffc-435f-49d7-a944-96491220b319,uuid:4a751ffc-435f-49d7-a944-96491220b319/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Kagaire 2,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,40.0,Yes,10.0,Yes,10.0,Yes,120.0,,,uuid:fc04161f-6c14-4561-991d-9f7e796089df,uuid:fc04161f-6c14-4561-991d-9f7e796089df/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kasongwe,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,Yes,No,Yes,Yes,No,200.0,Yes,5.0,Yes,10.0,Yes,3.0,,,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kasongwe,Tomato,0.25,Owned,,Head_,Medium,Farmeland,,Yes,,Yes,Yes,Yes,No,30.0,,,,,,,Yes,30.0,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c,uuid:06d89973-abf7-47fe-9a69-29e068f2b15c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kisenyi ,Maize,0.25,Borrowed_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,50.0,No,,No,,Yes,50.0,,,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa,uuid:5b2febc5-a919-431f-8338-d0d2c2b3e5fa/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kiswa,Tomato,0.01,Owned,,Head_,Good,Farmeland,,No,,No,No,Yes,No,30.0,,,,,,,No,,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2,uuid:18c81212-d250-4ed9-b949-09aef9cc7ac2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waaka1,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,0.0,Yes,10.0,No,,Yes,40.0,,,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Waaka2,Tomato,0.013,Owned,,Head_,Low,Farmeland,,No,,Yes,No,Yes,No,15.0,,,,,,,No,,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5,uuid:98195436-2c7b-47a3-811c-62ab8ae458b5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Kalume,Maize,0.5,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,0.0,Yes,0.0,Yes,20.0,,,uuid:f5d32b35-4090-434b-ba40-394e688fedaf,uuid:f5d32b35-4090-434b-ba40-394e688fedaf/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kaguru,Maize,1.0,Rented_shared_in,,Head_spouse_and_other_household,Medium,Farmeland,,No,No,No,Yes,Yes,Yes,600.0,No,,No,,Yes,15.0,,,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297,uuid:3d2c54bf-549b-4f70-87b2-c7cbc84c7297/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Bugiri,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,400.0,No,,No,,Yes,25.0,,,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Bigiri,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,250.0,,,,,,,No,,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d,uuid:c557ee51-806f-4fb5-a7c9-fc11f34a1f2d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Manga,Maize,1.5,Owned,,Spouse,Low,Farmeland,,No,No,No,No,No,No,600.0,Yes,2.0,Yes,2.0,Yes,40.0,,,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kagulu,Tomato,0.5,Rented_shared_in,,Head_and_spouse_jointly,Good,Farmeland,,No,,No,Yes,Yes,No,200.0,,,,,,,Yes,10.0,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4,uuid:7b2d4946-6b0a-484e-bd9a-400ac1b853a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Luzinga,Maize,1.5,Owned,,Head_spouse_and_other_household,Low,Farmeland,,Yes,No,No,No,Yes,Yes,400.0,No,,No,,Yes,10.0,,,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6,uuid:0b95fa58-f01b-42b5-a393-94dcd76e6de6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kanamu,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,Yes,No,300.0,Yes,20.0,Yes,10.0,Yes,30.0,,,uuid:8874aac8-aee7-4b45-bec2-5ed795044149,uuid:8874aac8-aee7-4b45-bec2-5ed795044149/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Bukasa,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,Yes,No,300.0,No,,No,,No,,,,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b,uuid:7e147c61-6742-4dee-90c5-c1bdd7d0414b/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Manga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,300.0,Yes,5.0,Yes,1.0,Yes,10.0,,,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Itale,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,150.0,No,,No,,No,,,,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Manga,Tomato,0.125,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,Yes,Yes,No,100.0,,,,,,,Yes,5.0,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784,uuid:8f7c3c4e-c50e-45e3-b5e4-0e36369ab784/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Bukasa,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,650.0,Yes,25.0,Yes,10.0,Yes,25.0,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kibila,Maize,2.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,No,No,No,Yes,No,600.0,Yes,20.0,Yes,5.0,Yes,35.0,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,luzinga,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,Yes,No,300.0,Yes,10.0,No,,Yes,35.0,,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
4,Home,Tomato,0.0625,Owned,,Spouse,Good,Farmeland,,No,,No,No,Yes,No,35.0,,,,,,,No,,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e,uuid:3cd09f51-5ec4-4ba2-b2c6-e0d8509cb44e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]
1,Luzinga,Maize,0.5,Owned,,Head_,Low,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,5.0,Yes,2.0,Yes,15.0,,,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Namunyagwe,Tomato,0.5,Rented_shared_in,,Head_,Good,Farmeland,,No,,No,Yes,Yes,No,150.0,,,,,,,No,,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115,uuid:d2b31eaa-9886-447e-a4d0-9936245e7115/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
